compound,technique,wavenumber,intensity
"1,4-dichlorobenzene",IR,3832.00957,0.196167979
"1,4-dichlorobenzene",IR,3829.95266,0.195590551
"1,4-dichlorobenzene",IR,3827.89576,0.195958005
"1,4-dichlorobenzene",IR,3825.83886,0.197847769
"1,4-dichlorobenzene",IR,3823.78196,0.199422572
"1,4-dichlorobenzene",IR,3821.72505,0.199527559
"1,4-dichlorobenzene",IR,3819.66815,0.19847769
"1,4-dichlorobenzene",IR,3817.61125,0.197952756
"1,4-dichlorobenzene",IR,3815.55435,0.196272966
"1,4-dichlorobenzene",IR,3813.49744,0.194120735
"1,4-dichlorobenzene",IR,3811.44054,0.194488189
"1,4-dichlorobenzene",IR,3809.38364,0.195433071
"1,4-dichlorobenzene",IR,3807.32674,0.193753281
"1,4-dichlorobenzene",IR,3805.26983,0.192230971
"1,4-dichlorobenzene",IR,3803.21293,0.193175853
"1,4-dichlorobenzene",IR,3801.15603,0.19312336
"1,4-dichlorobenzene",IR,3799.09913,0.19144357
"1,4-dichlorobenzene",IR,3797.04222,0.189553806
"1,4-dichlorobenzene",IR,3794.98532,0.189658793
"1,4-dichlorobenzene",IR,3792.92842,0.192020997
"1,4-dichlorobenzene",IR,3790.87152,0.193595801
"1,4-dichlorobenzene",IR,3788.81461,0.193805774
"1,4-dichlorobenzene",IR,3786.75771,0.193018373
"1,4-dichlorobenzene",IR,3784.70081,0.191968504
"1,4-dichlorobenzene",IR,3782.6439,0.192598425
"1,4-dichlorobenzene",IR,3780.587,0.193700787
"1,4-dichlorobenzene",IR,3778.5301,0.193385827
"1,4-dichlorobenzene",IR,3776.4732,0.192703412
"1,4-dichlorobenzene",IR,3774.41629,0.192545932
"1,4-dichlorobenzene",IR,3772.35939,0.19312336
"1,4-dichlorobenzene",IR,3770.30249,0.193700787
"1,4-dichlorobenzene",IR,3768.24559,0.193385827
"1,4-dichlorobenzene",IR,3766.18868,0.192493438
"1,4-dichlorobenzene",IR,3764.13178,0.191548556
"1,4-dichlorobenzene",IR,3762.07488,0.191181102
"1,4-dichlorobenzene",IR,3760.01798,0.19160105
"1,4-dichlorobenzene",IR,3757.96107,0.192230971
"1,4-dichlorobenzene",IR,3755.90417,0.192650919
"1,4-dichlorobenzene",IR,3753.84727,0.192860892
"1,4-dichlorobenzene",IR,3751.79037,0.193595801
"1,4-dichlorobenzene",IR,3749.73346,0.194173228
"1,4-dichlorobenzene",IR,3747.67656,0.192755906
"1,4-dichlorobenzene",IR,3745.61966,0.191496063
"1,4-dichlorobenzene",IR,3743.56276,0.19191601
"1,4-dichlorobenzene",IR,3741.50585,0.191548556
"1,4-dichlorobenzene",IR,3739.44895,0.188976378
"1,4-dichlorobenzene",IR,3737.39205,0.185879265
"1,4-dichlorobenzene",IR,3735.33514,0.185774278
"1,4-dichlorobenzene",IR,3733.27824,0.187506562
"1,4-dichlorobenzene",IR,3731.22134,0.187926509
"1,4-dichlorobenzene",IR,3729.16444,0.188346457
"1,4-dichlorobenzene",IR,3727.10753,0.188136483
"1,4-dichlorobenzene",IR,3725.05063,0.186666667
"1,4-dichlorobenzene",IR,3722.99373,0.186771654
"1,4-dichlorobenzene",IR,3720.93683,0.189343832
"1,4-dichlorobenzene",IR,3718.87992,0.19160105
"1,4-dichlorobenzene",IR,3716.82302,0.193070866
"1,4-dichlorobenzene",IR,3714.76612,0.194383202
"1,4-dichlorobenzene",IR,3712.70922,0.193700787
"1,4-dichlorobenzene",IR,3710.65231,0.191338583
"1,4-dichlorobenzene",IR,3708.59541,0.190656168
"1,4-dichlorobenzene",IR,3706.53851,0.190708661
"1,4-dichlorobenzene",IR,3704.48161,0.19023622
"1,4-dichlorobenzene",IR,3702.4247,0.190551181
"1,4-dichlorobenzene",IR,3700.3678,0.192073491
"1,4-dichlorobenzene",IR,3698.3109,0.192020997
"1,4-dichlorobenzene",IR,3696.254,0.190603675
"1,4-dichlorobenzene",IR,3694.19709,0.189658793
"1,4-dichlorobenzene",IR,3692.14019,0.188766404
"1,4-dichlorobenzene",IR,3690.08329,0.188713911
"1,4-dichlorobenzene",IR,3688.02638,0.191023622
"1,4-dichlorobenzene",IR,3685.96948,0.191968504
"1,4-dichlorobenzene",IR,3683.91258,0.189973753
"1,4-dichlorobenzene",IR,3681.85568,0.186981627
"1,4-dichlorobenzene",IR,3679.79877,0.185669291
"1,4-dichlorobenzene",IR,3677.74187,0.186509186
"1,4-dichlorobenzene",IR,3675.68497,0.187034121
"1,4-dichlorobenzene",IR,3673.62807,0.186404199
"1,4-dichlorobenzene",IR,3671.57116,0.186351706
"1,4-dichlorobenzene",IR,3669.51426,0.187296588
"1,4-dichlorobenzene",IR,3667.45736,0.189291339
"1,4-dichlorobenzene",IR,3665.40046,0.190288714
"1,4-dichlorobenzene",IR,3663.34355,0.190498688
"1,4-dichlorobenzene",IR,3661.28665,0.191338583
"1,4-dichlorobenzene",IR,3659.22975,0.19191601
"1,4-dichlorobenzene",IR,3657.17285,0.191128609
"1,4-dichlorobenzene",IR,3655.11594,0.189658793
"1,4-dichlorobenzene",IR,3653.05904,0.188451444
"1,4-dichlorobenzene",IR,3651.00214,0.187401575
"1,4-dichlorobenzene",IR,3648.94523,0.187874016
"1,4-dichlorobenzene",IR,3646.88833,0.190393701
"1,4-dichlorobenzene",IR,3644.83143,0.191811024
"1,4-dichlorobenzene",IR,3642.77453,0.192335958
"1,4-dichlorobenzene",IR,3640.71762,0.19191601
"1,4-dichlorobenzene",IR,3638.66072,0.190393701
"1,4-dichlorobenzene",IR,3636.60382,0.189501312
"1,4-dichlorobenzene",IR,3634.54692,0.189553806
"1,4-dichlorobenzene",IR,3632.49001,0.190131234
"1,4-dichlorobenzene",IR,3630.43311,0.19144357
"1,4-dichlorobenzene",IR,3628.37621,0.192073491
"1,4-dichlorobenzene",IR,3626.31931,0.19175853
"1,4-dichlorobenzene",IR,3624.2624,0.19175853
"1,4-dichlorobenzene",IR,3622.2055,0.192178478
"1,4-dichlorobenzene",IR,3620.1486,0.192388451
"1,4-dichlorobenzene",IR,3618.0917,0.192230971
"1,4-dichlorobenzene",IR,3616.03479,0.192335958
"1,4-dichlorobenzene",IR,3613.97789,0.192020997
"1,4-dichlorobenzene",IR,3611.92099,0.191076115
"1,4-dichlorobenzene",IR,3609.86409,0.191391076
"1,4-dichlorobenzene",IR,3607.80718,0.191286089
"1,4-dichlorobenzene",IR,3605.75028,0.190498688
"1,4-dichlorobenzene",IR,3603.69338,0.191653543
"1,4-dichlorobenzene",IR,3601.63647,0.192965879
"1,4-dichlorobenzene",IR,3599.57957,0.192913386
"1,4-dichlorobenzene",IR,3597.52267,0.193490814
"1,4-dichlorobenzene",IR,3595.46577,0.193543307
"1,4-dichlorobenzene",IR,3593.40886,0.192283465
"1,4-dichlorobenzene",IR,3591.35196,0.193070866
"1,4-dichlorobenzene",IR,3589.29506,0.195853018
"1,4-dichlorobenzene",IR,3587.23816,0.195800525
"1,4-dichlorobenzene",IR,3585.18125,0.192703412
"1,4-dichlorobenzene",IR,3583.12435,0.19160105
"1,4-dichlorobenzene",IR,3581.06745,0.191863517
"1,4-dichlorobenzene",IR,3579.01055,0.191863517
"1,4-dichlorobenzene",IR,3576.95364,0.190971129
"1,4-dichlorobenzene",IR,3574.89674,0.190393701
"1,4-dichlorobenzene",IR,3572.83984,0.192020997
"1,4-dichlorobenzene",IR,3570.78294,0.193963255
"1,4-dichlorobenzene",IR,3568.72603,0.193700787
"1,4-dichlorobenzene",IR,3566.66913,0.192808399
"1,4-dichlorobenzene",IR,3564.61223,0.191968504
"1,4-dichlorobenzene",IR,3562.55533,0.190708661
"1,4-dichlorobenzene",IR,3560.49842,0.190971129
"1,4-dichlorobenzene",IR,3558.44152,0.192335958
"1,4-dichlorobenzene",IR,3556.38462,0.192755906
"1,4-dichlorobenzene",IR,3554.32771,0.192283465
"1,4-dichlorobenzene",IR,3552.27081,0.192650919
"1,4-dichlorobenzene",IR,3550.21391,0.194015748
"1,4-dichlorobenzene",IR,3548.15701,0.194173228
"1,4-dichlorobenzene",IR,3546.1001,0.192860892
"1,4-dichlorobenzene",IR,3544.0432,0.191811024
"1,4-dichlorobenzene",IR,3541.9863,0.190918635
"1,4-dichlorobenzene",IR,3539.9294,0.190131234
"1,4-dichlorobenzene",IR,3537.87249,0.190551181
"1,4-dichlorobenzene",IR,3535.81559,0.191548556
"1,4-dichlorobenzene",IR,3533.75869,0.192125984
"1,4-dichlorobenzene",IR,3531.70179,0.192493438
"1,4-dichlorobenzene",IR,3529.64488,0.192335958
"1,4-dichlorobenzene",IR,3527.58798,0.192283465
"1,4-dichlorobenzene",IR,3525.53108,0.192703412
"1,4-dichlorobenzene",IR,3523.47418,0.192335958
"1,4-dichlorobenzene",IR,3521.41727,0.192073491
"1,4-dichlorobenzene",IR,3519.36037,0.19312336
"1,4-dichlorobenzene",IR,3517.30347,0.194750656
"1,4-dichlorobenzene",IR,3515.24657,0.19648294
"1,4-dichlorobenzene",IR,3513.18966,0.196430446
"1,4-dichlorobenzene",IR,3511.13276,0.194015748
"1,4-dichlorobenzene",IR,3509.07586,0.192020997
"1,4-dichlorobenzene",IR,3507.01895,0.192020997
"1,4-dichlorobenzene",IR,3504.96205,0.193753281
"1,4-dichlorobenzene",IR,3502.90515,0.195538058
"1,4-dichlorobenzene",IR,3500.84825,0.195538058
"1,4-dichlorobenzene",IR,3498.79134,0.19480315
"1,4-dichlorobenzene",IR,3496.73444,0.194435696
"1,4-dichlorobenzene",IR,3494.67754,0.193910761
"1,4-dichlorobenzene",IR,3492.62064,0.193333333
"1,4-dichlorobenzene",IR,3490.56373,0.193963255
"1,4-dichlorobenzene",IR,3488.50683,0.19511811
"1,4-dichlorobenzene",IR,3486.44993,0.196220472
"1,4-dichlorobenzene",IR,3484.39303,0.197532808
"1,4-dichlorobenzene",IR,3482.33612,0.197585302
"1,4-dichlorobenzene",IR,3480.27922,0.195800525
"1,4-dichlorobenzene",IR,3478.22232,0.194225722
"1,4-dichlorobenzene",IR,3476.16542,0.193963255
"1,4-dichlorobenzene",IR,3474.10851,0.194120735
"1,4-dichlorobenzene",IR,3472.05161,0.194120735
"1,4-dichlorobenzene",IR,3469.99471,0.194383202
"1,4-dichlorobenzene",IR,3467.93781,0.194540682
"1,4-dichlorobenzene",IR,3465.8809,0.193963255
"1,4-dichlorobenzene",IR,3463.824,0.193228346
"1,4-dichlorobenzene",IR,3461.7671,0.192598425
"1,4-dichlorobenzene",IR,3459.71019,0.191968504
"1,4-dichlorobenzene",IR,3457.65329,0.19175853
"1,4-dichlorobenzene",IR,3455.59639,0.193070866
"1,4-dichlorobenzene",IR,3453.53949,0.194173228
"1,4-dichlorobenzene",IR,3451.48258,0.193963255
"1,4-dichlorobenzene",IR,3449.42568,0.194278215
"1,4-dichlorobenzene",IR,3447.36878,0.195485564
"1,4-dichlorobenzene",IR,3445.31188,0.196010499
"1,4-dichlorobenzene",IR,3443.25497,0.195538058
"1,4-dichlorobenzene",IR,3441.19807,0.195380577
"1,4-dichlorobenzene",IR,3439.14117,0.19511811
"1,4-dichlorobenzene",IR,3437.08427,0.194120735
"1,4-dichlorobenzene",IR,3435.02736,0.193805774
"1,4-dichlorobenzene",IR,3432.97046,0.194225722
"1,4-dichlorobenzene",IR,3430.91356,0.194540682
"1,4-dichlorobenzene",IR,3428.85666,0.194540682
"1,4-dichlorobenzene",IR,3426.79975,0.194488189
"1,4-dichlorobenzene",IR,3424.74285,0.194908136
"1,4-dichlorobenzene",IR,3422.68595,0.195433071
"1,4-dichlorobenzene",IR,3420.62904,0.194278215
"1,4-dichlorobenzene",IR,3418.57214,0.191968504
"1,4-dichlorobenzene",IR,3416.51524,0.191548556
"1,4-dichlorobenzene",IR,3414.45834,0.192493438
"1,4-dichlorobenzene",IR,3412.40143,0.192440945
"1,4-dichlorobenzene",IR,3410.34453,0.192178478
"1,4-dichlorobenzene",IR,3408.28763,0.193228346
"1,4-dichlorobenzene",IR,3406.23073,0.194698163
"1,4-dichlorobenzene",IR,3404.17382,0.195223097
"1,4-dichlorobenzene",IR,3402.11692,0.19511811
"1,4-dichlorobenzene",IR,3400.06002,0.195013123
"1,4-dichlorobenzene",IR,3398.00312,0.194173228
"1,4-dichlorobenzene",IR,3395.94621,0.192440945
"1,4-dichlorobenzene",IR,3393.88931,0.191496063
"1,4-dichlorobenzene",IR,3391.83241,0.191811024
"1,4-dichlorobenzene",IR,3389.77551,0.192073491
"1,4-dichlorobenzene",IR,3387.7186,0.192178478
"1,4-dichlorobenzene",IR,3385.6617,0.192650919
"1,4-dichlorobenzene",IR,3383.6048,0.194015748
"1,4-dichlorobenzene",IR,3381.5479,0.195275591
"1,4-dichlorobenzene",IR,3379.49099,0.194593176
"1,4-dichlorobenzene",IR,3377.43409,0.192913386
"1,4-dichlorobenzene",IR,3375.37719,0.192860892
"1,4-dichlorobenzene",IR,3373.32028,0.193700787
"1,4-dichlorobenzene",IR,3371.26338,0.193385827
"1,4-dichlorobenzene",IR,3369.20648,0.193175853
"1,4-dichlorobenzene",IR,3367.14958,0.193543307
"1,4-dichlorobenzene",IR,3365.09267,0.193385827
"1,4-dichlorobenzene",IR,3363.03577,0.192703412
"1,4-dichlorobenzene",IR,3360.97887,0.19175853
"1,4-dichlorobenzene",IR,3358.92197,0.190603675
"1,4-dichlorobenzene",IR,3356.86506,0.189816273
"1,4-dichlorobenzene",IR,3354.80816,0.190131234
"1,4-dichlorobenzene",IR,3352.75126,0.191076115
"1,4-dichlorobenzene",IR,3350.69436,0.192230971
"1,4-dichlorobenzene",IR,3348.63745,0.193070866
"1,4-dichlorobenzene",IR,3346.58055,0.193175853
"1,4-dichlorobenzene",IR,3344.52365,0.193543307
"1,4-dichlorobenzene",IR,3342.46675,0.194015748
"1,4-dichlorobenzene",IR,3340.40984,0.194173228
"1,4-dichlorobenzene",IR,3338.35294,0.194435696
"1,4-dichlorobenzene",IR,3336.29604,0.193648294
"1,4-dichlorobenzene",IR,3334.23914,0.192335958
"1,4-dichlorobenzene",IR,3332.18223,0.192598425
"1,4-dichlorobenzene",IR,3330.12533,0.193805774
"1,4-dichlorobenzene",IR,3328.06843,0.195223097
"1,4-dichlorobenzene",IR,3326.01152,0.196430446
"1,4-dichlorobenzene",IR,3323.95462,0.196220472
"1,4-dichlorobenzene",IR,3321.89772,0.195485564
"1,4-dichlorobenzene",IR,3319.84082,0.195223097
"1,4-dichlorobenzene",IR,3317.78391,0.194540682
"1,4-dichlorobenzene",IR,3315.72701,0.193805774
"1,4-dichlorobenzene",IR,3313.67011,0.193700787
"1,4-dichlorobenzene",IR,3311.61321,0.194068241
"1,4-dichlorobenzene",IR,3309.5563,0.194593176
"1,4-dichlorobenzene",IR,3307.4994,0.193753281
"1,4-dichlorobenzene",IR,3305.4425,0.192020997
"1,4-dichlorobenzene",IR,3303.3856,0.191076115
"1,4-dichlorobenzene",IR,3301.32869,0.190761155
"1,4-dichlorobenzene",IR,3299.27179,0.190971129
"1,4-dichlorobenzene",IR,3297.21489,0.191286089
"1,4-dichlorobenzene",IR,3295.15799,0.190341207
"1,4-dichlorobenzene",IR,3293.10108,0.189081365
"1,4-dichlorobenzene",IR,3291.04418,0.189396325
"1,4-dichlorobenzene",IR,3288.98728,0.190183727
"1,4-dichlorobenzene",IR,3286.93038,0.190131234
"1,4-dichlorobenzene",IR,3284.87347,0.190341207
"1,4-dichlorobenzene",IR,3282.81657,0.191863517
"1,4-dichlorobenzene",IR,3280.75967,0.193595801
"1,4-dichlorobenzene",IR,3278.70276,0.193228346
"1,4-dichlorobenzene",IR,3276.64586,0.191286089
"1,4-dichlorobenzene",IR,3274.58896,0.190761155
"1,4-dichlorobenzene",IR,3272.53206,0.192283465
"1,4-dichlorobenzene",IR,3270.47515,0.194540682
"1,4-dichlorobenzene",IR,3268.41825,0.195748031
"1,4-dichlorobenzene",IR,3266.36135,0.195275591
"1,4-dichlorobenzene",IR,3264.30445,0.194435696
"1,4-dichlorobenzene",IR,3262.24754,0.194278215
"1,4-dichlorobenzene",IR,3260.19064,0.193228346
"1,4-dichlorobenzene",IR,3258.13374,0.190971129
"1,4-dichlorobenzene",IR,3256.07684,0.190183727
"1,4-dichlorobenzene",IR,3254.01993,0.191181102
"1,4-dichlorobenzene",IR,3251.96303,0.19175853
"1,4-dichlorobenzene",IR,3249.90613,0.19175853
"1,4-dichlorobenzene",IR,3247.84923,0.19191601
"1,4-dichlorobenzene",IR,3245.79232,0.192020997
"1,4-dichlorobenzene",IR,3243.73542,0.192073491
"1,4-dichlorobenzene",IR,3241.67852,0.19144357
"1,4-dichlorobenzene",IR,3239.62162,0.190971129
"1,4-dichlorobenzene",IR,3237.56471,0.191496063
"1,4-dichlorobenzene",IR,3235.50781,0.192073491
"1,4-dichlorobenzene",IR,3233.45091,0.192178478
"1,4-dichlorobenzene",IR,3231.394,0.191811024
"1,4-dichlorobenzene",IR,3229.3371,0.191023622
"1,4-dichlorobenzene",IR,3227.2802,0.190656168
"1,4-dichlorobenzene",IR,3225.2233,0.191076115
"1,4-dichlorobenzene",IR,3223.16639,0.19144357
"1,4-dichlorobenzene",IR,3221.10949,0.19160105
"1,4-dichlorobenzene",IR,3219.05259,0.192440945
"1,4-dichlorobenzene",IR,3216.99569,0.193228346
"1,4-dichlorobenzene",IR,3214.93878,0.192493438
"1,4-dichlorobenzene",IR,3212.88188,0.190761155
"1,4-dichlorobenzene",IR,3210.82498,0.189448819
"1,4-dichlorobenzene",IR,3208.76808,0.189711286
"1,4-dichlorobenzene",IR,3206.71117,0.191181102
"1,4-dichlorobenzene",IR,3204.65427,0.192230971
"1,4-dichlorobenzene",IR,3202.59737,0.192545932
"1,4-dichlorobenzene",IR,3200.54047,0.192755906
"1,4-dichlorobenzene",IR,3198.48356,0.193228346
"1,4-dichlorobenzene",IR,3196.42666,0.19328084
"1,4-dichlorobenzene",IR,3194.36976,0.192125984
"1,4-dichlorobenzene",IR,3192.31285,0.191811024
"1,4-dichlorobenzene",IR,3190.25595,0.192703412
"1,4-dichlorobenzene",IR,3188.19905,0.192440945
"1,4-dichlorobenzene",IR,3186.14215,0.19160105
"1,4-dichlorobenzene",IR,3184.08524,0.191391076
"1,4-dichlorobenzene",IR,3182.02834,0.191548556
"1,4-dichlorobenzene",IR,3179.97144,0.19175853
"1,4-dichlorobenzene",IR,3177.91454,0.19175853
"1,4-dichlorobenzene",IR,3175.85763,0.191076115
"1,4-dichlorobenzene",IR,3173.80073,0.190498688
"1,4-dichlorobenzene",IR,3171.74383,0.191023622
"1,4-dichlorobenzene",IR,3169.68693,0.191548556
"1,4-dichlorobenzene",IR,3167.63002,0.191128609
"1,4-dichlorobenzene",IR,3165.57312,0.190498688
"1,4-dichlorobenzene",IR,3163.51622,0.19007874
"1,4-dichlorobenzene",IR,3161.45932,0.18992126
"1,4-dichlorobenzene",IR,3159.40241,0.190813648
"1,4-dichlorobenzene",IR,3157.34551,0.192440945
"1,4-dichlorobenzene",IR,3155.28861,0.193385827
"1,4-dichlorobenzene",IR,3153.23171,0.192493438
"1,4-dichlorobenzene",IR,3151.1748,0.191496063
"1,4-dichlorobenzene",IR,3149.1179,0.192808399
"1,4-dichlorobenzene",IR,3147.061,0.193910761
"1,4-dichlorobenzene",IR,3145.00409,0.193385827
"1,4-dichlorobenzene",IR,3142.94719,0.193543307
"1,4-dichlorobenzene",IR,3140.89029,0.194698163
"1,4-dichlorobenzene",IR,3138.83339,0.19496063
"1,4-dichlorobenzene",IR,3136.77648,0.19480315
"1,4-dichlorobenzene",IR,3134.71958,0.195275591
"1,4-dichlorobenzene",IR,3132.66268,0.195643045
"1,4-dichlorobenzene",IR,3130.60578,0.195695538
"1,4-dichlorobenzene",IR,3128.54887,0.195800525
"1,4-dichlorobenzene",IR,3126.49197,0.196325459
"1,4-dichlorobenzene",IR,3124.43507,0.1967979
"1,4-dichlorobenzene",IR,3122.37817,0.197270341
"1,4-dichlorobenzene",IR,3120.32126,0.19847769
"1,4-dichlorobenzene",IR,3118.26436,0.198635171
"1,4-dichlorobenzene",IR,3116.20746,0.19648294
"1,4-dichlorobenzene",IR,3114.15056,0.195065617
"1,4-dichlorobenzene",IR,3112.09365,0.195905512
"1,4-dichlorobenzene",IR,3110.03675,0.19664042
"1,4-dichlorobenzene",IR,3107.97985,0.196115486
"1,4-dichlorobenzene",IR,3105.92295,0.195538058
"1,4-dichlorobenzene",IR,3103.86604,0.195485564
"1,4-dichlorobenzene",IR,3101.80914,0.195590551
"1,4-dichlorobenzene",IR,3099.75224,0.195748031
"1,4-dichlorobenzene",IR,3097.69533,0.196272966
"1,4-dichlorobenzene",IR,3095.63843,0.198530184
"1,4-dichlorobenzene",IR,3093.58153,0.205249344
"1,4-dichlorobenzene",IR,3091.52463,0.222204724
"1,4-dichlorobenzene",IR,3089.46772,0.247769029
"1,4-dichlorobenzene",IR,3087.41082,0.262572178
"1,4-dichlorobenzene",IR,3085.35392,0.254015748
"1,4-dichlorobenzene",IR,3083.29702,0.23511811
"1,4-dichlorobenzene",IR,3081.24011,0.221312336
"1,4-dichlorobenzene",IR,3079.18321,0.214488189
"1,4-dichlorobenzene",IR,3077.12631,0.210656168
"1,4-dichlorobenzene",IR,3075.06941,0.207191601
"1,4-dichlorobenzene",IR,3073.0125,0.204671916
"1,4-dichlorobenzene",IR,3070.9556,0.20335958
"1,4-dichlorobenzene",IR,3068.8987,0.201207349
"1,4-dichlorobenzene",IR,3066.8418,0.198057743
"1,4-dichlorobenzene",IR,3064.78489,0.1967979
"1,4-dichlorobenzene",IR,3062.72799,0.197690289
"1,4-dichlorobenzene",IR,3060.67109,0.197900262
"1,4-dichlorobenzene",IR,3058.61419,0.196955381
"1,4-dichlorobenzene",IR,3056.55728,0.196535433
"1,4-dichlorobenzene",IR,3054.50038,0.196692913
"1,4-dichlorobenzene",IR,3052.44348,0.195905512
"1,4-dichlorobenzene",IR,3050.38657,0.194225722
"1,4-dichlorobenzene",IR,3048.32967,0.193490814
"1,4-dichlorobenzene",IR,3046.27277,0.194593176
"1,4-dichlorobenzene",IR,3044.21587,0.197270341
"1,4-dichlorobenzene",IR,3042.15896,0.20167979
"1,4-dichlorobenzene",IR,3040.10206,0.20488189
"1,4-dichlorobenzene",IR,3038.04516,0.204514436
"1,4-dichlorobenzene",IR,3035.98826,0.202887139
"1,4-dichlorobenzene",IR,3033.93135,0.20167979
"1,4-dichlorobenzene",IR,3031.87445,0.201469816
"1,4-dichlorobenzene",IR,3029.81755,0.202939633
"1,4-dichlorobenzene",IR,3027.76065,0.205669291
"1,4-dichlorobenzene",IR,3025.70374,0.208713911
"1,4-dichlorobenzene",IR,3023.64684,0.209711286
"1,4-dichlorobenzene",IR,3021.58994,0.207821522
"1,4-dichlorobenzene",IR,3019.53304,0.20519685
"1,4-dichlorobenzene",IR,3017.47613,0.203569554
"1,4-dichlorobenzene",IR,3015.41923,0.202519685
"1,4-dichlorobenzene",IR,3013.36233,0.200367454
"1,4-dichlorobenzene",IR,3011.30543,0.198372703
"1,4-dichlorobenzene",IR,3009.24852,0.19832021
"1,4-dichlorobenzene",IR,3007.19162,0.197952756
"1,4-dichlorobenzene",IR,3005.13472,0.196062992
"1,4-dichlorobenzene",IR,3003.07781,0.194645669
"1,4-dichlorobenzene",IR,3001.02091,0.194540682
"1,4-dichlorobenzene",IR,2998.96401,0.195275591
"1,4-dichlorobenzene",IR,2996.90711,0.196115486
"1,4-dichlorobenzene",IR,2994.8502,0.19648294
"1,4-dichlorobenzene",IR,2992.7933,0.196430446
"1,4-dichlorobenzene",IR,2990.7364,0.196745407
"1,4-dichlorobenzene",IR,2988.6795,0.197952756
"1,4-dichlorobenzene",IR,2986.62259,0.19816273
"1,4-dichlorobenzene",IR,2984.56569,0.196430446
"1,4-dichlorobenzene",IR,2982.50879,0.194855643
"1,4-dichlorobenzene",IR,2980.45189,0.194173228
"1,4-dichlorobenzene",IR,2978.39498,0.193385827
"1,4-dichlorobenzene",IR,2976.33808,0.19328084
"1,4-dichlorobenzene",IR,2974.28118,0.194330709
"1,4-dichlorobenzene",IR,2972.22428,0.196062992
"1,4-dichlorobenzene",IR,2970.16737,0.197480315
"1,4-dichlorobenzene",IR,2968.11047,0.197690289
"1,4-dichlorobenzene",IR,2966.05357,0.19816273
"1,4-dichlorobenzene",IR,2963.99666,0.200734908
"1,4-dichlorobenzene",IR,2961.93976,0.203412073
"1,4-dichlorobenzene",IR,2959.88286,0.203097113
"1,4-dichlorobenzene",IR,2957.82596,0.200209974
"1,4-dichlorobenzene",IR,2955.76905,0.198215223
"1,4-dichlorobenzene",IR,2953.71215,0.2
"1,4-dichlorobenzene",IR,2951.65525,0.203044619
"1,4-dichlorobenzene",IR,2949.59835,0.203097113
"1,4-dichlorobenzene",IR,2947.54144,0.200997375
"1,4-dichlorobenzene",IR,2945.48454,0.199370079
"1,4-dichlorobenzene",IR,2943.42764,0.198635171
"1,4-dichlorobenzene",IR,2941.37074,0.198057743
"1,4-dichlorobenzene",IR,2939.31383,0.196850394
"1,4-dichlorobenzene",IR,2937.25693,0.195853018
"1,4-dichlorobenzene",IR,2935.20003,0.196535433
"1,4-dichlorobenzene",IR,2933.14313,0.197532808
"1,4-dichlorobenzene",IR,2931.08622,0.197532808
"1,4-dichlorobenzene",IR,2929.02932,0.196692913
"1,4-dichlorobenzene",IR,2926.97242,0.195853018
"1,4-dichlorobenzene",IR,2924.91552,0.195643045
"1,4-dichlorobenzene",IR,2922.85861,0.195433071
"1,4-dichlorobenzene",IR,2920.80171,0.195223097
"1,4-dichlorobenzene",IR,2918.74481,0.195695538
"1,4-dichlorobenzene",IR,2916.6879,0.196377953
"1,4-dichlorobenzene",IR,2914.631,0.196955381
"1,4-dichlorobenzene",IR,2912.5741,0.197427822
"1,4-dichlorobenzene",IR,2910.5172,0.196902887
"1,4-dichlorobenzene",IR,2908.46029,0.195223097
"1,4-dichlorobenzene",IR,2906.40339,0.194330709
"1,4-dichlorobenzene",IR,2904.34649,0.194645669
"1,4-dichlorobenzene",IR,2902.28959,0.194330709
"1,4-dichlorobenzene",IR,2900.23268,0.193228346
"1,4-dichlorobenzene",IR,2898.17578,0.192808399
"1,4-dichlorobenzene",IR,2896.11888,0.19312336
"1,4-dichlorobenzene",IR,2894.06198,0.193333333
"1,4-dichlorobenzene",IR,2892.00507,0.193543307
"1,4-dichlorobenzene",IR,2889.94817,0.193543307
"1,4-dichlorobenzene",IR,2887.89127,0.193333333
"1,4-dichlorobenzene",IR,2885.83437,0.19328084
"1,4-dichlorobenzene",IR,2883.77746,0.193175853
"1,4-dichlorobenzene",IR,2881.72056,0.19312336
"1,4-dichlorobenzene",IR,2879.66366,0.19343832
"1,4-dichlorobenzene",IR,2877.60676,0.193858268
"1,4-dichlorobenzene",IR,2875.54985,0.194540682
"1,4-dichlorobenzene",IR,2873.49295,0.195170604
"1,4-dichlorobenzene",IR,2871.43605,0.194593176
"1,4-dichlorobenzene",IR,2869.37914,0.193805774
"1,4-dichlorobenzene",IR,2867.32224,0.19343832
"1,4-dichlorobenzene",IR,2865.26534,0.19312336
"1,4-dichlorobenzene",IR,2863.20844,0.193385827
"1,4-dichlorobenzene",IR,2861.15153,0.194173228
"1,4-dichlorobenzene",IR,2859.09463,0.19480315
"1,4-dichlorobenzene",IR,2857.03773,0.194645669
"1,4-dichlorobenzene",IR,2854.98083,0.194330709
"1,4-dichlorobenzene",IR,2852.92392,0.194488189
"1,4-dichlorobenzene",IR,2850.86702,0.193543307
"1,4-dichlorobenzene",IR,2848.81012,0.192230971
"1,4-dichlorobenzene",IR,2846.75322,0.192545932
"1,4-dichlorobenzene",IR,2844.69631,0.193070866
"1,4-dichlorobenzene",IR,2842.63941,0.192598425
